file,label,modality,width,height,mean_r,mean_g,mean_b,std_color,edge_ratio,frames_used
06__walk_down_hall_angry.mp4,real,video,1920,1080,156.49155693801444,143.66657285236624,131.07354230967076,10.381598043196686,0.008136220421810699,30
07__exit_phone_room.mp4,real,video,1920,1080,156.4857197627315,153.76344796489195,151.2594709201389,2.2826334465954305,0.0033117444701646083,30
07__hugging_happy.mp4,real,video,1920,1080,146.69984129050923,134.26832339891976,67.0178984696502,35.004941953089364,0.0033593428497942384,30
07__kitchen_pan.mp4,real,video,1920,1080,121.05225930748455,122.9820044045782,120.73319222608025,1.9084587712869414,0.008647022890946503,30
07__kitchen_still.mp4,real,video,1920,1080,139.54638988554527,138.55527494855966,140.8583971675669,1.0438354396868739,0.008891123328189301,30
07__outside_talking_pan_laughing.mp4,real,video,1920,1080,126.31105380336935,129.1698543434928,122.37350422775204,2.8107035683899686,0.06838387345679012,30
07__outside_talking_still_laughing.mp4,real,video,1920,1080,97.11281171231992,100.35087969393005,95.13425483860595,2.1531893934295283,0.049226498199588464,30
07__podium_speech_happy.mp4,real,video,1920,1080,135.71462520897634,145.92006958912037,162.18316280864198,10.900060262554454,0.002790396733539095,30
07__secret_conversation.mp4,real,video,1920,1080,109.1402264981996,109.44604234182097,117.26514663708846,3.764843683936619,0.019976626800411523,30
07__talking_against_wall.mp4,real,video,1920,1080,123.71288667052471,138.0587020479681,133.28924482381686,5.966449396464441,0.01631891396604938,30
07__talking_angry_couch.mp4,real,video,1920,1080,132.8808097672325,135.0998316775977,141.77225233088993,3.785156173810859,0.006109680426954732,30
07__walking_down_street_outside_angry.mp4,real,video,1920,1080,62.11287591628088,66.92876551247429,69.25640219907407,2.9776800642496863,0.0078325295781893,30
07__walking_outside_cafe_disgusted.mp4,real,video,1920,1080,82.85863425925928,85.9619173739712,93.43921706211421,4.442554851268854,0.01614822852366255,30
07__walk_down_hall_angry.mp4,real,video,1920,1080,157.1721516846708,144.62148133680557,132.20538284465022,10.19839398261014,0.00989716756687243,30
08__exit_phone_room.mp4,real,video,1920,1080,163.0419704057356,161.07515678047838,159.36746018197016,1.9657860054792111,0.004242219650205761,30
08__kitchen_pan.mp4,real,video,1920,1080,111.34632077867799,111.78842555619856,108.93535469714507,1.2928316696288242,0.021292277520576133,30
