participant_id,file,rows,sections,global_key_id_decreases,within_section_key_id_decreases,press_time_decreases,release_time_decreases,sections_with_key_id_decrease,sections_with_press_time_decrease,sections_with_release_time_decrease,max_key_id_backward_jump,max_global_key_id_backward_jump,max_press_time_backward_jump,max_release_time_backward_jump,within_section_temporal_clean,press_time_temporal_clean,release_time_temporal_clean,failure
239949,239949_features.csv,787,15,16,16,0,14,10,0,9,241.0,241.0,0.0,289.0,False,True,False,
239950,239950_features.csv,634,15,7,7,0,7,6,0,6,11.0,11.0,0.0,169.0,False,True,False,
239951,239951_features.csv,681,15,10,10,0,10,8,0,8,165.0,165.0,0.0,47.0,False,True,False,
239955,239955_features.csv,638,15,12,12,0,9,7,0,6,214.0,214.0,0.0,1833.0,False,True,False,
239956,239956_features.csv,732,15,16,16,0,16,11,0,11,12.0,12.0,0.0,114.0,False,True,False,
239957,239957_features.csv,744,15,12,12,0,12,11,0,11,102.0,102.0,0.0,673.0,False,True,False,
239959,239959_features.csv,591,15,14,14,0,14,9,0,9,226.0,226.0,0.0,99.0,False,True,False,
239961,239961_features.csv,781,15,3,3,0,3,3,0,3,24.0,24.0,0.0,872.0,False,True,False,
239962,239962_features.csv,867,15,7,7,0,5,7,0,5,52.0,52.0,0.0,383.0,False,True,False,
239963,239963_features.csv,859,15,7,7,0,8,6,0,7,223.0,223.0,0.0,134.0,False,True,False,
239965,239965_features.csv,630,15,6,6,0,4,6,0,4,21.0,21.0,0.0,163.0,False,True,False,
239966,239966_features.csv,784,15,6,6,0,6,6,0,6,9.0,9.0,0.0,104.0,False,True,False,
239967,239967_features.csv,762,15,2,2,0,2,2,0,2,7.0,7.0,0.0,37.0,False,True,False,
239970,239970_features.csv,758,15,12,12,0,12,8,0,8,253.0,253.0,0.0,96.0,False,True,False,
239971,239971_features.csv,758,15,8,8,0,8,6,0,6,328.0,328.0,0.0,376.0,False,True,False,
239972,239972_features.csv,830,15,23,23,0,23,14,0,14,286.0,286.0,0.0,1552.0,False,True,False,
239973,239973_features.csv,688,15,5,5,0,3,4,0,3,10.0,10.0,0.0,50.0,False,True,False,
239974,239974_features.csv,704,15,9,9,0,4,8,0,3,42.0,42.0,0.0,364.0,False,True,False,
239987,239987_features.csv,664,15,10,10,0,10,7,0,7,336.0,336.0,0.0,1680.0,False,True,False,
239988,239988_features.csv,666,15,25,25,0,21,14,0,14,106.0,106.0,0.0,141.0,False,True,False,
239991,239991_features.csv,664,15,3,3,0,2,3,0,2,54.0,54.0,0.0,832.0,False,True,False,
2399,2399_features.csv,715,15,8,8,0,8,5,0,5,206.0,206.0,0.0,152.0,False,True,False,
239,239_features.csv,663,15,22,22,0,23,15,0,15,59.0,59.0,0.0,943.0,False,True,False,
23,23_features.csv,839,15,9,9,0,8,6,0,5,49.0,49.0,0.0,1349.0,False,True,False,
240000,240000_features.csv,608,15,8,8,0,6,5,0,5,52.0,52.0,0.0,113.0,False,True,False,
240003,240003_features.csv,673,15,3,3,0,3,3,0,3,13.0,13.0,0.0,72.0,False,True,False,
240004,240004_features.csv,629,15,11,11,0,9,9,0,7,245.0,245.0,0.0,1377.0,False,True,False,
240006,240006_features.csv,627,15,13,13,0,13,8,0,8,8.0,8.0,0.0,968.0,False,True,False,
240008,240008_features.csv,785,15,11,11,0,9,6,0,6,207.0,207.0,0.0,707.0,False,True,False,
240009,240009_features.csv,654,15,7,7,0,5,7,0,5,40.0,40.0,0.0,1172.0,False,True,False,
24000,24000_features.csv,847,15,8,8,0,7,7,0,6,12.0,12.0,0.0,212.0,False,True,False,
240014,240014_features.csv,726,15,13,13,0,9,11,0,8,13.0,13.0,0.0,114.0,False,True,False,
240015,240015_features.csv,734,15,17,17,0,17,10,0,10,235.0,235.0,0.0,483.0,False,True,False,
240017,240017_features.csv,584,15,4,4,0,4,4,0,4,10.0,10.0,0.0,48.0,False,True,False,
240019,240019_features.csv,721,15,15,15,0,14,9,0,9,409.0,409.0,0.0,1708.0,False,True,False,
240020,240020_features.csv,786,15,8,8,0,7,6,0,5,87.0,87.0,0.0,48.0,False,True,False,
240024,240024_features.csv,720,15,2,2,0,2,2,0,2,207.0,207.0,0.0,10.0,False,True,False,
240026,240026_features.csv,681,15,1,1,0,0,1,0,0,1.0,1.0,0.0,0.0,False,True,True,
240029,240029_features.csv,702,15,12,12,0,7,7,0,6,15.0,15.0,0.0,60.0,False,True,False,
240032,240032_features.csv,858,15,8,8,0,7,5,0,4,174.0,174.0,0.0,136.0,False,True,False,
240034,240034_features.csv,816,15,15,15,0,14,13,0,13,87.0,87.0,0.0,500.0,False,True,False,
240041,240041_features.csv,727,15,22,22,0,8,12,0,5,41.0,41.0,0.0,296.0,False,True,False,
240046,240046_features.csv,697,15,19,19,0,18,11,0,10,233.0,233.0,0.0,384.0,False,True,False,
240047,240047_features.csv,832,15,4,4,0,4,4,0,4,13.0,13.0,0.0,96.0,False,True,False,
240048,240048_features.csv,834,15,2,2,0,2,1,0,1,8.0,8.0,0.0,30.0,False,True,False,
240051,240051_features.csv,607,15,8,8,0,7,6,0,5,158.0,158.0,0.0,298.0,False,True,False,
240053,240053_features.csv,756,15,9,9,0,9,8,0,8,61.0,61.0,0.0,210.0,False,True,False,
240054,240054_features.csv,696,15,11,11,0,5,5,0,5,924.0,924.0,0.0,47.0,False,True,False,
240058,240058_features.csv,765,15,22,22,0,15,12,0,8,1348.0,1348.0,0.0,12049.0,False,True,False,
240060,240060_features.csv,968,15,18,18,0,2,10,0,2,696.0,696.0,0.0,97.0,False,True,False,
240066,240066_features.csv,606,15,2,2,0,2,2,0,2,4.0,4.0,0.0,32.0,False,True,False,
24006,24006_features.csv,656,15,3,3,0,3,3,0,3,3.0,3.0,0.0,40.0,False,True,False,
240073,240073_features.csv,786,15,3,3,0,3,3,0,3,7.0,7.0,0.0,226.0,False,True,False,
240074,240074_features.csv,536,15,6,6,0,4,5,0,4,10.0,10.0,0.0,48.0,False,True,False,
240082,240082_features.csv,718,15,7,7,0,7,4,0,4,344.0,344.0,0.0,959.0,False,True,False,
240084,240084_features.csv,733,15,19,19,0,11,10,0,9,40.0,40.0,0.0,152.0,False,True,False,
240086,240086_features.csv,792,15,13,13,0,12,9,0,9,161.0,161.0,0.0,1286.0,False,True,False,
240087,240087_features.csv,946,15,10,10,0,8,9,0,7,183.0,183.0,0.0,1024.0,False,True,False,
24008,24008_features.csv,975,15,21,21,0,16,11,0,10,263.0,263.0,0.0,7343.0,False,True,False,
240090,240090_features.csv,829,15,3,3,0,2,2,0,2,250.0,250.0,0.0,23.0,False,True,False,
240094,240094_features.csv,603,15,12,12,0,11,11,0,10,9.0,9.0,0.0,192.0,False,True,False,
240095,240095_features.csv,761,15,18,18,0,16,13,0,12,119.0,119.0,0.0,242.0,False,True,False,
240099,240099_features.csv,787,15,20,20,0,13,12,0,10,202.0,202.0,0.0,1536.0,False,True,False,
2400,2400_features.csv,719,15,44,44,0,43,15,0,15,884.0,884.0,0.0,15885.0,False,True,False,
240100,240100_features.csv,705,15,6,6,0,6,4,0,4,107.0,107.0,0.0,1239.0,False,True,False,
240101,240101_features.csv,644,15,25,25,0,25,11,0,11,95.0,95.0,0.0,80.0,False,True,False,
240104,240104_features.csv,833,15,11,11,0,10,8,0,8,39.0,39.0,0.0,103.0,False,True,False,
240108,240108_features.csv,727,15,4,4,0,3,3,0,3,58.0,58.0,0.0,48.0,False,True,False,
24010,24010_features.csv,834,15,3,3,0,3,2,0,2,31.0,31.0,0.0,80.0,False,True,False,
240113,240113_features.csv,788,15,4,4,0,4,4,0,4,79.0,79.0,0.0,49.0,False,True,False,
240114,240114_features.csv,716,15,12,12,0,11,9,0,9,6.0,6.0,0.0,75.0,False,True,False,
240115,240115_features.csv,769,15,3,3,0,3,3,0,3,5.0,5.0,0.0,40.0,False,True,False,
240119,240119_features.csv,527,15,8,8,0,7,6,0,5,581.0,581.0,0.0,8224.0,False,True,False,
240125,240125_features.csv,684,15,13,13,0,12,8,0,8,1606.0,1606.0,0.0,22000.0,False,True,False,
240126,240126_features.csv,730,15,36,36,0,23,15,0,13,480.0,480.0,0.0,6976.0,False,True,False,
240127,240127_features.csv,765,15,17,17,0,7,10,0,4,67.0,67.0,0.0,124.0,False,True,False,
240129,240129_features.csv,758,15,9,9,0,7,6,0,5,123.0,123.0,0.0,495.0,False,True,False,
240134,240134_features.csv,816,15,15,15,0,15,11,0,11,222.0,222.0,0.0,4315.0,False,True,False,
240143,240143_features.csv,659,15,4,4,0,3,4,0,3,50.0,50.0,0.0,923.0,False,True,False,
240144,240144_features.csv,779,15,19,19,0,16,9,0,7,330.0,330.0,0.0,7147.0,False,True,False,
240145,240145_features.csv,774,15,12,12,0,12,9,0,9,106.0,106.0,0.0,96.0,False,True,False,
240147,240147_features.csv,676,15,1,1,0,1,1,0,1,57.0,57.0,0.0,60.0,False,True,False,
240157,240157_features.csv,821,15,1,1,0,1,1,0,1,75.0,75.0,0.0,24.0,False,True,False,
240160,240160_features.csv,683,15,3,3,0,3,3,0,3,28.0,28.0,0.0,57.0,False,True,False,
240163,240163_features.csv,731,15,4,4,0,4,3,0,3,5.0,5.0,0.0,336.0,False,True,False,
240168,240168_features.csv,817,15,11,11,0,5,8,0,5,33.0,33.0,0.0,170.0,False,True,False,
240169,240169_features.csv,704,15,17,17,0,17,10,0,10,141.0,141.0,0.0,160.0,False,True,False,
240170,240170_features.csv,745,15,2,2,0,2,2,0,2,6.0,6.0,0.0,23.0,False,True,False,
240172,240172_features.csv,689,15,20,20,0,20,13,0,13,10.0,10.0,0.0,248.0,False,True,False,
240175,240175_features.csv,693,15,6,6,0,5,5,0,5,4.0,4.0,0.0,50.0,False,True,False,
240178,240178_features.csv,748,15,2,2,0,2,2,0,2,4.0,4.0,0.0,48.0,False,True,False,
240182,240182_features.csv,663,15,23,23,0,17,11,0,11,28.0,28.0,0.0,275.0,False,True,False,
240188,240188_features.csv,713,15,20,20,0,20,12,0,12,21.0,21.0,0.0,451.0,False,True,False,
24018,24018_features.csv,780,15,7,7,0,6,6,0,5,53.0,53.0,0.0,417.0,False,True,False,
240194,240194_features.csv,703,15,7,7,0,7,7,0,7,10.0,10.0,0.0,32.0,False,True,False,
240196,240196_features.csv,740,15,9,9,0,4,7,0,4,22.0,22.0,0.0,38.0,False,True,False,
240197,240197_features.csv,822,15,41,41,0,41,11,0,11,394.0,394.0,0.0,8439.0,False,True,False,
240203,240203_features.csv,668,15,4,4,0,3,3,0,2,8.0,8.0,0.0,21.0,False,True,False,
240205,240205_features.csv,626,15,8,8,0,4,7,0,3,31.0,31.0,0.0,72.0,False,True,False,
240207,240207_features.csv,678,15,3,3,0,3,2,0,2,3.0,3.0,0.0,135.0,False,True,False,
24020,24020_features.csv,790,15,24,24,0,23,15,0,15,12.0,12.0,0.0,72.0,False,True,False,
240215,240215_features.csv,732,15,3,3,0,2,3,0,2,5.0,5.0,0.0,72.0,False,True,False,
240217,240217_features.csv,813,15,10,10,0,6,6,0,4,126.0,126.0,0.0,1548.0,False,True,False,
240224,240224_features.csv,909,15,5,5,0,4,4,0,4,680.0,680.0,0.0,9183.0,False,True,False,
240226,240226_features.csv,657,15,6,6,0,6,6,0,6,8.0,8.0,0.0,427.0,False,True,False,
240227,240227_features.csv,718,15,21,21,0,20,13,0,12,229.0,229.0,0.0,81.0,False,True,False,
240228,240228_features.csv,765,15,11,11,0,11,8,0,8,95.0,95.0,0.0,509.0,False,True,False,
24022,24022_features.csv,652,15,3,3,0,3,3,0,3,199.0,199.0,0.0,3967.0,False,True,False,
240233,240233_features.csv,654,15,8,8,0,5,8,0,5,34.0,34.0,0.0,224.0,False,True,False,
24023,24023_features.csv,716,15,8,8,0,6,5,0,4,55.0,55.0,0.0,776.0,False,True,False,
240240,240240_features.csv,746,15,17,17,0,17,12,0,12,108.0,108.0,0.0,291.0,False,True,False,
240241,240241_features.csv,782,15,1,1,0,0,1,0,0,20.0,20.0,0.0,0.0,False,True,True,
240244,240244_features.csv,784,15,1,1,0,1,1,0,1,3.0,3.0,0.0,24.0,False,True,False,
240245,240245_features.csv,693,15,21,21,0,20,13,0,13,169.0,169.0,0.0,250.0,False,True,False,
240247,240247_features.csv,848,15,12,12,0,12,9,0,9,76.0,76.0,0.0,184.0,False,True,False,
240248,240248_features.csv,731,15,1,1,0,1,1,0,1,3.0,3.0,0.0,15.0,False,True,False,
240251,240251_features.csv,854,15,1,1,0,1,1,0,1,3.0,3.0,0.0,5.0,False,True,False,
240254,240254_features.csv,658,15,12,12,0,12,9,0,9,49.0,49.0,0.0,164.0,False,True,False,
240255,240255_features.csv,655,15,12,12,0,8,9,0,7,109.0,109.0,0.0,574.0,False,True,False,
240257,240257_features.csv,696,15,7,7,0,7,7,0,7,4.0,4.0,0.0,78.0,False,True,False,
240259,240259_features.csv,451,15,12,12,0,11,10,0,9,57.0,57.0,0.0,224.0,False,True,False,
240261,240261_features.csv,743,15,2,2,0,2,2,0,2,39.0,39.0,0.0,17.0,False,True,False,
240266,240266_features.csv,614,15,13,13,0,13,9,0,9,6.0,6.0,0.0,751.0,False,True,False,
240268,240268_features.csv,754,15,16,16,0,12,9,0,7,239.0,239.0,0.0,3488.0,False,True,False,
240280,240280_features.csv,702,15,54,54,0,51,15,0,15,329.0,329.0,0.0,5888.0,False,True,False,
240281,240281_features.csv,654,15,14,14,0,14,11,0,11,60.0,60.0,0.0,276.0,False,True,False,
240282,240282_features.csv,732,15,24,24,0,24,15,0,15,145.0,145.0,0.0,1162.0,False,True,False,
240290,240290_features.csv,652,15,4,4,0,3,3,0,2,4.0,4.0,0.0,56.0,False,True,False,
240291,240291_features.csv,799,15,6,6,0,6,3,0,3,30.0,30.0,0.0,344.0,False,True,False,
240305,240305_features.csv,979,15,6,6,0,6,4,0,4,80.0,80.0,0.0,1438.0,False,True,False,
240307,240307_features.csv,715,15,12,12,0,12,8,0,8,85.0,85.0,0.0,264.0,False,True,False,
240315,240315_features.csv,786,15,12,12,0,11,8,0,7,6.0,6.0,0.0,111.0,False,True,False,
240316,240316_features.csv,719,15,5,5,0,3,4,0,2,17.0,17.0,0.0,71.0,False,True,False,
240317,240317_features.csv,787,15,12,12,0,12,7,0,7,223.0,223.0,0.0,2144.0,False,True,False,
240320,240320_features.csv,623,15,19,19,0,19,12,0,12,32.0,32.0,0.0,87.0,False,True,False,
240324,240324_features.csv,668,15,7,7,0,7,6,0,6,6.0,6.0,0.0,38.0,False,True,False,
240326,240326_features.csv,892,15,19,19,0,16,12,0,12,30.0,30.0,0.0,175.0,False,True,False,
240327,240327_features.csv,649,15,13,13,0,13,12,0,12,55.0,55.0,0.0,144.0,False,True,False,
240332,240332_features.csv,588,15,7,7,0,7,6,0,6,3.0,3.0,0.0,57.0,False,True,False,
240333,240333_features.csv,597,15,4,4,0,4,4,0,4,7.0,7.0,0.0,528.0,False,True,False,
240336,240336_features.csv,588,15,5,5,0,5,4,0,4,143.0,143.0,0.0,1006.0,False,True,False,
240339,240339_features.csv,712,15,3,3,0,3,3,0,3,17.0,17.0,0.0,48.0,False,True,False,
240342,240342_features.csv,690,15,11,11,0,8,8,0,6,36.0,36.0,0.0,386.0,False,True,False,
240345,240345_features.csv,790,15,16,16,0,15,11,0,11,39.0,39.0,0.0,100.0,False,True,False,
240346,240346_features.csv,668,15,19,19,0,14,12,0,11,815.0,815.0,0.0,8599.0,False,True,False,
240347,240347_features.csv,762,15,30,30,0,29,15,0,15,141.0,141.0,0.0,583.0,False,True,False,
240348,240348_features.csv,666,15,9,9,0,7,6,0,5,1300.0,1300.0,0.0,14387.0,False,True,False,
240349,240349_features.csv,769,15,5,5,0,5,5,0,5,7.0,7.0,0.0,152.0,False,True,False,
240357,240357_features.csv,728,15,6,6,0,3,4,0,3,10.0,10.0,0.0,71.0,False,True,False,
240358,240358_features.csv,704,15,6,6,0,6,6,0,6,1020.0,1020.0,0.0,15872.0,False,True,False,
240360,240360_features.csv,644,15,18,18,0,18,11,0,11,213.0,213.0,0.0,1556.0,False,True,False,
240363,240363_features.csv,624,15,9,9,0,8,5,0,5,34.0,34.0,0.0,296.0,False,True,False,
240364,240364_features.csv,607,15,15,15,0,15,11,0,11,103.0,103.0,0.0,104.0,False,True,False,
240365,240365_features.csv,723,15,10,10,0,9,8,0,8,28.0,28.0,0.0,288.0,False,True,False,
240368,240368_features.csv,650,15,30,30,0,30,15,0,15,161.0,161.0,0.0,442.0,False,True,False,
240369,240369_features.csv,774,15,19,19,0,19,10,0,10,66.0,66.0,0.0,40.0,False,True,False,
24036,24036_features.csv,745,15,5,5,0,5,5,0,5,91.0,91.0,0.0,2887.0,False,True,False,
240374,240374_features.csv,563,15,8,8,0,8,4,0,4,141.0,141.0,0.0,1861.0,False,True,False,
240376,240376_features.csv,718,15,5,5,0,2,4,0,2,44.0,44.0,0.0,16.0,False,True,False,
240377,240377_features.csv,663,15,7,7,0,7,7,0,7,65.0,65.0,0.0,92.0,False,True,False,
240378,240378_features.csv,620,15,18,18,0,12,12,0,8,32.0,32.0,0.0,928.0,False,True,False,
240380,240380_features.csv,772,15,4,4,0,4,4,0,4,8.0,8.0,0.0,245.0,False,True,False,
240382,240382_features.csv,630,15,14,14,0,14,10,0,10,13.0,13.0,0.0,848.0,False,True,False,
240384,240384_features.csv,778,15,5,5,0,4,5,0,4,51.0,51.0,0.0,416.0,False,True,False,
240387,240387_features.csv,892,15,4,4,0,2,4,0,2,8.0,8.0,0.0,64.0,False,True,False,
240388,240388_features.csv,666,15,7,7,0,6,6,0,6,119.0,119.0,0.0,98.0,False,True,False,
2403,2403_features.csv,885,15,3,3,0,1,2,0,1,8.0,8.0,0.0,27.0,False,True,False,
240400,240400_features.csv,571,15,6,6,0,6,6,0,6,5.0,5.0,0.0,64.0,False,True,False,
240404,240404_features.csv,623,15,5,5,0,5,4,0,4,6.0,6.0,0.0,256.0,False,True,False,
240407,240407_features.csv,764,15,6,6,0,6,5,0,5,9.0,9.0,0.0,256.0,False,True,False,
240409,240409_features.csv,608,15,5,5,0,4,4,0,3,2.0,2.0,0.0,165.0,False,True,False,
240418,240418_features.csv,748,15,5,5,0,4,4,0,4,18.0,18.0,0.0,272.0,False,True,False,
240424,240424_features.csv,678,15,3,3,0,3,2,0,2,8.0,8.0,0.0,230.0,False,True,False,
240431,240431_features.csv,869,15,30,30,0,29,12,0,11,120.0,120.0,0.0,588.0,False,True,False,
240438,240438_features.csv,833,15,20,20,0,19,14,0,13,643.0,643.0,0.0,7437.0,False,True,False,
240440,240440_features.csv,771,15,12,12,0,10,7,0,7,113.0,113.0,0.0,456.0,False,True,False,
240445,240445_features.csv,553,15,9,9,0,4,8,0,4,21.0,21.0,0.0,284.0,False,True,False,
240446,240446_features.csv,978,15,11,11,0,11,7,0,7,122.0,122.0,0.0,416.0,False,True,False,
240447,240447_features.csv,685,15,2,2,0,2,2,0,2,3.0,3.0,0.0,403.0,False,True,False,
240450,240450_features.csv,706,15,6,6,0,4,4,0,3,112.0,112.0,0.0,60.0,False,True,False,
240452,240452_features.csv,683,15,13,13,0,12,10,0,9,12.0,12.0,0.0,1035.0,False,True,False,
240453,240453_features.csv,771,15,1,1,0,1,1,0,1,7.0,7.0,0.0,17.0,False,True,False,
240454,240454_features.csv,769,15,2,2,0,1,2,0,1,140.0,140.0,0.0,21.0,False,True,False,
240460,240460_features.csv,709,15,14,14,0,14,11,0,11,13.0,13.0,0.0,385.0,False,True,False,
240466,240466_features.csv,877,15,2,2,0,1,2,0,1,16.0,16.0,0.0,31.0,False,True,False,
240474,240474_features.csv,781,15,10,10,0,8,9,0,7,6.0,6.0,0.0,61.0,False,True,False,
240475,240475_features.csv,709,15,5,5,0,5,5,0,5,7.0,7.0,0.0,47.0,False,True,False,
240478,240478_features.csv,788,15,15,15,0,9,9,0,7,71.0,71.0,0.0,904.0,False,True,False,
240479,240479_features.csv,584,15,7,7,0,7,6,0,6,55.0,55.0,0.0,43.0,False,True,False,
24048,24048_features.csv,865,15,2,2,0,2,2,0,2,14.0,14.0,0.0,53.0,False,True,False,
240490,240490_features.csv,568,15,7,7,0,5,6,0,5,11.0,11.0,0.0,23.0,False,True,False,
240495,240495_features.csv,705,15,19,19,0,19,13,0,13,5.0,5.0,0.0,76.0,False,True,False,
240497,240497_features.csv,722,15,11,11,0,11,9,0,9,84.0,84.0,0.0,576.0,False,True,False,
240498,240498_features.csv,747,15,2,2,0,2,2,0,2,44.0,44.0,0.0,731.0,False,True,False,
240499,240499_features.csv,789,15,4,4,0,4,4,0,4,895.0,895.0,0.0,16556.0,False,True,False,
240500,240500_features.csv,753,15,17,17,0,12,12,0,10,38.0,38.0,0.0,108.0,False,True,False,
240506,240506_features.csv,752,15,7,7,0,7,6,0,6,665.0,665.0,0.0,12322.0,False,True,False,
240515,240515_features.csv,657,15,9,9,0,9,8,0,8,65.0,65.0,0.0,408.0,False,True,False,
240516,240516_features.csv,585,15,9,9,0,9,8,0,8,26.0,26.0,0.0,240.0,False,True,False,
240517,240517_features.csv,978,15,9,9,0,8,6,0,5,16.0,16.0,0.0,184.0,False,True,False,
240519,240519_features.csv,746,15,11,11,0,9,9,0,8,40.0,40.0,0.0,90.0,False,True,False,
240523,240523_features.csv,640,15,13,13,0,11,9,0,8,7.0,7.0,0.0,74.0,False,True,False,
240529,240529_features.csv,658,15,7,7,0,6,6,0,6,6.0,6.0,0.0,379.0,False,True,False,
240538,240538_features.csv,698,15,2,2,0,2,2,0,2,1517.0,1517.0,0.0,18146.0,False,True,False,
24053,24053_features.csv,757,15,6,6,0,5,5,0,4,4.0,4.0,0.0,29.0,False,True,False,
240542,240542_features.csv,743,15,5,5,0,5,5,0,5,7.0,7.0,0.0,280.0,False,True,False,
240546,240546_features.csv,846,15,7,7,0,5,7,0,5,519.0,519.0,0.0,51.0,False,True,False,
240547,240547_features.csv,766,15,10,10,0,8,8,0,7,726.0,726.0,0.0,9320.0,False,True,False,
240549,240549_features.csv,709,15,11,11,0,11,8,0,8,39.0,39.0,0.0,40.0,False,True,False,
240552,240552_features.csv,577,15,18,18,0,18,12,0,12,7.0,7.0,0.0,408.0,False,True,False,
240553,240553_features.csv,687,15,28,28,0,30,15,0,15,113.0,113.0,0.0,527.0,False,True,False,
240554,240554_features.csv,751,15,1,1,0,1,1,0,1,2.0,2.0,0.0,4.0,False,True,False,
240555,240555_features.csv,768,15,26,26,0,26,14,0,14,223.0,223.0,0.0,136.0,False,True,False,
240556,240556_features.csv,781,15,18,18,0,15,11,0,10,63.0,63.0,0.0,88.0,False,True,False,
240557,240557_features.csv,753,15,2,2,0,2,2,0,2,6.0,6.0,0.0,8.0,False,True,False,
24055,24055_features.csv,767,15,1,1,0,1,1,0,1,2.0,2.0,0.0,80.0,False,True,False,
240560,240560_features.csv,759,15,14,14,0,9,10,0,8,15.0,15.0,0.0,312.0,False,True,False,
240563,240563_features.csv,713,15,20,20,0,17,12,0,11,44.0,44.0,0.0,238.0,False,True,False,
240564,240564_features.csv,694,15,2,2,0,1,1,0,1,7.0,7.0,0.0,72.0,False,True,False,
240565,240565_features.csv,668,15,32,32,0,31,13,0,13,111.0,111.0,0.0,517.0,False,True,False,
240570,240570_features.csv,697,15,35,35,0,31,14,0,14,486.0,486.0,0.0,6963.0,False,True,False,
240573,240573_features.csv,626,15,8,8,0,8,6,0,6,30.0,30.0,0.0,568.0,False,True,False,
240575,240575_features.csv,861,15,10,10,0,10,6,0,6,116.0,116.0,0.0,508.0,False,True,False,
240576,240576_features.csv,751,15,6,6,0,6,4,0,4,98.0,98.0,0.0,382.0,False,True,False,
240577,240577_features.csv,621,15,18,18,0,18,11,0,11,103.0,103.0,0.0,472.0,False,True,False,
240578,240578_features.csv,783,15,9,9,0,9,7,0,7,11.0,11.0,0.0,176.0,False,True,False,
240580,240580_features.csv,1008,15,12,12,0,10,9,0,9,6.0,6.0,0.0,204.0,False,True,False,
240584,240584_features.csv,639,15,20,20,0,20,12,0,12,16.0,16.0,0.0,615.0,False,True,False,
240587,240587_features.csv,754,15,15,15,0,15,12,0,12,144.0,144.0,0.0,128.0,False,True,False,
240588,240588_features.csv,851,15,8,8,0,6,7,0,6,42.0,42.0,0.0,544.0,False,True,False,
240599,240599_features.csv,689,15,7,7,0,4,4,0,4,18.0,18.0,0.0,192.0,False,True,False,
24059,24059_features.csv,636,15,14,14,0,13,12,0,11,4.0,4.0,0.0,1182.0,False,True,False,
2405,2405_features.csv,739,15,9,9,0,9,9,0,9,15.0,15.0,0.0,392.0,False,True,False,
240604,240604_features.csv,740,15,2,2,0,2,2,0,2,8.0,8.0,0.0,48.0,False,True,False,
240606,240606_features.csv,621,15,9,9,0,8,7,0,7,9.0,9.0,0.0,416.0,False,True,False,
240607,240607_features.csv,802,15,9,9,0,9,8,0,8,57.0,57.0,0.0,841.0,False,True,False,
240612,240612_features.csv,805,15,12,12,0,10,8,0,7,131.0,131.0,0.0,1605.0,False,True,False,
240616,240616_features.csv,780,15,1,1,0,1,1,0,1,2.0,2.0,0.0,22.0,False,True,False,
240620,240620_features.csv,761,15,11,11,0,11,10,0,10,75.0,75.0,0.0,540.0,False,True,False,
240622,240622_features.csv,722,15,16,16,0,14,12,0,12,62.0,62.0,0.0,100.0,False,True,False,
240637,240637_features.csv,1005,15,12,12,0,11,9,0,9,123.0,123.0,0.0,1457.0,False,True,False,
24063,24063_features.csv,777,15,11,11,0,10,10,0,9,31.0,31.0,0.0,472.0,False,True,False,
240642,240642_features.csv,687,15,12,12,0,11,9,0,8,33.0,33.0,0.0,56.0,False,True,False,
240646,240646_features.csv,870,15,10,10,0,9,8,0,8,125.0,125.0,0.0,200.0,False,True,False,
24064,24064_features.csv,665,15,8,8,0,3,6,0,3,32.0,32.0,0.0,176.0,False,True,False,
240651,240651_features.csv,686,15,11,11,0,10,8,0,8,24.0,24.0,0.0,456.0,False,True,False,
240654,240654_features.csv,836,15,12,12,0,9,9,0,7,874.0,874.0,0.0,13776.0,False,True,False,
240657,240657_features.csv,719,15,11,11,0,8,8,0,6,84.0,84.0,0.0,150.0,False,True,False,
240661,240661_features.csv,722,15,12,12,0,11,8,0,7,109.0,109.0,0.0,376.0,False,True,False,
240664,240664_features.csv,693,15,14,14,0,13,12,0,11,141.0,141.0,0.0,41.0,False,True,False,
240666,240666_features.csv,824,15,3,3,0,1,2,0,1,19.0,19.0,0.0,16.0,False,True,False,
240670,240670_features.csv,742,15,7,7,0,5,6,0,5,75.0,75.0,0.0,656.0,False,True,False,
240672,240672_features.csv,691,15,9,9,0,9,7,0,7,77.0,77.0,0.0,367.0,False,True,False,
240674,240674_features.csv,704,15,10,10,0,8,7,0,6,65.0,65.0,0.0,225.0,False,True,False,
240675,240675_features.csv,744,15,15,15,0,15,9,0,9,57.0,57.0,0.0,247.0,False,True,False,
240687,240687_features.csv,728,15,3,3,0,4,3,0,4,8.0,8.0,0.0,350.0,False,True,False,
240688,240688_features.csv,764,15,5,5,0,4,4,0,3,50.0,50.0,0.0,516.0,False,True,False,
240689,240689_features.csv,640,15,6,6,0,6,6,0,6,38.0,38.0,0.0,336.0,False,True,False,
240691,240691_features.csv,698,15,2,2,0,2,2,0,2,97.0,97.0,0.0,576.0,False,True,False,
240692,240692_features.csv,654,15,5,5,0,6,5,0,6,14.0,14.0,0.0,898.0,False,True,False,
240697,240697_features.csv,797,15,24,24,0,24,15,0,15,184.0,184.0,0.0,257.0,False,True,False,
240698,240698_features.csv,725,15,5,5,0,5,4,0,4,88.0,88.0,0.0,77.0,False,True,False,
24069,24069_features.csv,651,15,4,4,0,4,3,0,3,27.0,27.0,0.0,78.0,False,True,False,
240700,240700_features.csv,619,15,13,13,0,7,8,0,4,8.0,8.0,0.0,17.0,False,True,False,
